"LEVEL_3_CO","area","accRealm","sp_richness_palms","meanFL_palms","medianFL_palms","max95FL_palms","meanFL_palms_filled","medianFL_palms_filled","max95FL_palms_filled","log_meanFL_palms_BBMmean","log_medianFL_palms_BBMmean","log_max95FL_palms_BBMmean","log_meanFL_palms_BBM_MCC","log_medianFL_palms_BBM_MCC","log_max95FL_palms_BBM_MCC","sp_richness_angios","meanFW_angios","medianFW_angios","max95FW_angios","meanSL_angios","medianSL_angios","max95SL_angios","curr_meanBodySize","curr_medianBodySize","curr_max95BodySize","curr_sdBodySize","sp_richness_curr","sp_richness_curr_meso","sp_richness_curr_mega","presNat_meanBodySize","presNat_medianBodySize","presNat_max95BodySize","presNat_sdBodySize","sp_richness_PresNat","sp_richness_presNat_meso","sp_richness_presNat_mega","mean_perc_BSchange","median_perc_BSchange","max95_perc_BSchange","mean_abs_BSchange","median_abs_BSchange","max95_abs_BSchange","LEVEL_NAME","LAT","LONG","REALM_LONG","CONTINENT","X_COORD","Y_COORD","ISISLAND","PalmPresAbs","CH_Mean","CH_PercCover","bio1_mean","bio4_mean","bio15_mean","bio12_mean"
"LSI","Lesser Sunda Is.","Asia",5,5.25,1.45,13.1950791077289,5.25,1.45,13.1950791077289,0.924639192753003,0.920917843107761,1.17006220185677,2.48061557355495,3.0980878017163,3.44225265019968,252,21.9818519313948,12.35,59.7808530754381,11.5229425287448,9,30.1998338863561,2362.55263157895,197.5,8345.01132633461,1.91996959681832,57,3,1,34951.8532258065,244.15,22594.6041514218,2.2406604421074,62,5,2,93.24,19.11,63.07,32589.3005942275,46.65,14249.5928250871,"Lesser Sunda Is.",-8.633678479,123.0810076,"Australasia","ASIA-TROPICAL",11876250.23,-1096890.867,1,1,19.5388,0.298834389,252.935075807882,702.898830832238,72.7312632035494,1683.48967093311
"MAU","Mauritius","Africa",7,3.04285714285714,3.15,5.91815895190149,3.04285714285714,3.15,5.91815895190149,0.922379801896964,0.91905716828514,1.07907520303058,1.5218706384941,1.98461329191714,3.43719140242787,91,30.3715060240361,10.85,100,11.8311702128723,8.000000003,37.1447124293783,456.3,456.3,456.3,NA,1,0,0,280.033333333333,253.8,430.303207822507,0.628258572534353,3,0,0,-62.94,-79.79,-6.04,-176.266666666667,-202.5,-25.9967921774929,"Mauritius",-20.19561777,57.55522668,"Afrotropics","AFRICA",5553251.863,-2523960.561,1,1,NA,NA,234.403915335627,1818.73624242252,50.8196589078151,1798.58838174274
"MDG","Madagascar","Madagascar",150,1.95383333333333,1.4,4.88591184330391,1.95383333333333,1.4,4.88591184330391,0.798696316259167,0.793229033405364,0.960503699959033,2.01599302810239,2.06053200849435,3.38404830082381,2095,15.6231683805942,11.71,38,11.487470675855,10,28.1393550593059,1553.09491525424,850,5297.97808526158,1.834108316027,59,0,0,9479.156,1650,46199.351580301,2.32417482796591,75,15,5,83.62,48.48,88.53,7926.06108474576,800,40901.3734950394,"Madagascar",-19.37352133,46.70599248,"Afrotropics","AFRICA",4508285.791,-2414750.741,1,1,17.111,0.208859859,225.047347497499,2012.11100387695,94.3765860173139,1485.68737534821
"MLI","Mali","Africa",3,11.6666666666667,12,14.6689915281439,11.6666666666667,12,14.6689915281439,1.01581225906145,1.00883472847662,1.11977746477543,0.651818045339344,0.567463915809104,0.93187375537974,98,38.0741573033708,17.5,155.570593400497,13.3346590911364,10,43.3352038024654,165874.987878788,3975,191812.070895295,2.88049346743975,33,14,4,370677.037142857,6370,1307191.54462908,3.21246953396219,35,17,7,55.25,37.6,85.33,204802.049264069,2395,1115379.47373379,"Mali",17.35036933,-3.524336718,"Afrotropics","AFRICA",-342278.1856,2168979.32,0,1,2.83576,0.007066582,288.745646049441,4744.27650295199,133.103222793088,310.327877317456
"MLW","Malawi","Africa",5,6.43,6.5,10.9233852181565,6.43,6.5,10.9233852181565,1.02325495835194,1.00883472847662,1.11787027308224,1.14444616179595,0.921751259836112,3.1689452705217,289,26.832129963935,13,100.495073711949,10.6702419358548,8.7,21.8954082261524,88259.2065573771,309.3,86600.3999999999,2.87324103669339,61,12,5,106624.197058824,465,139355.514145875,3.23918845756448,68,20,12,17.22,33.48,37.86,18364.9905014465,155.7,52755.1141458753,"Malawi",-13.21510424,34.30698504,"Afrotropics","AFRICA",3309841.723,-1668702.999,0,1,17.6757,0.030076454,215.465178529129,2257.28599775341,102.499907424227,1109.12143810126
"MLY","Malaya","Asia",189,2.09132275132275,1.6,5,2.09132275132275,1.6,5,0.84709630788328,0.845560512791592,1.04307114521286,1.93212627798721,2.08583824735342,3.70543753433403,429,23.6925016502327,15,67.7317826022456,13.654156785249,10,40,56651.0977777778,319.15,58459.8697152486,2.53797666905056,90,7,6,100547.905263158,406.3,361543.737150388,2.88354339160189,95,12,11,43.66,21.45,83.83,43896.8074853801,87.15,303083.867435139,"Malaya",4.028255407,102.1784344,"IndoMalay","ASIA-TROPICAL",9858902.193,513119.6319,0,1,25.4881,0.806114983,258.664968339659,587.996085468191,36.4057527960273,2531.35050250442
"MLY",NA,NA,189,2.09132275132275,1.6,5,2.09132275132275,1.6,5,0.84709630788328,0.845560512791592,1.04307114521286,1.93212627798721,2.08583824735342,3.70543753433403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOL","Maluku","Asia",28,2.33517857142857,1.71,5.25648519319014,2.33517857142857,1.71,5.25648519319014,0.852272232687477,0.857654899138632,1.05188609218503,2.36239928631328,2.84502541312558,3.72062127764948,217,24.4587246731471,14.575,69.7881926663756,13.298598130757,10,40,4025.93404255319,249,5980.95640275233,1.87633062511752,47,2,2,4109.01739130435,249.5,6048.84133614827,1.89576418743263,46,2,2,2.02,0.2,1.12,83.0833487511568,0.5,67.8849333959397,"Maluku",-1.420611904,127.990452,"Australasia","ASIA-TROPICAL",12349296.25,-180975.4479,1,1,23.4708,0.517783719,250.490376395676,411.171683193676,28.5134523331142,2384.66037735849
"MOL",NA,NA,28,2.33517857142857,1.71,5.25648519319014,2.33517857142857,1.71,5.25648519319014,0.852272232687477,0.857654899138632,1.05188609218503,2.36239928631328,2.84502541312558,3.72062127764948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOR","Morocco","Africa",1,1.3,1.3,1.3,1.3,1.3,1.3,0.91998750569645,0.91998750569645,0.91998750569645,3.45237514574331,3.45237514574331,3.45237514574331,89,11.5302415657381,7.95,21.8395289314029,4.19205882352941,3.36,9.19166118840122,12672.6133333333,502.4,54387.1147214011,2.60346367601909,15,5,1,711791.0375,10345.2,4575080.54721874,3.81554756587964,24,15,10,98.22,95.14,98.81,699118.424166667,9842.8,4520693.43249734,"Morocco",31.88412866,-6.317518311,"Palearctic","AFRICA",-613201.1962,3858859.387,0,1,26.1342,0.000763015,181.551492675791,5961.08237182384,63.5295847972348,292.319633828919
"MOZ","Mozambique","Africa",8,6.58125,7,10.6356597194411,6.58125,7,10.6356597194411,0.973074884229369,0.988832474133442,1.10300813293655,0.782566946111216,0.567463915809104,2.91841350581689,349,24.6232886905,12.5,78.1175787026144,12.1860126585316,9,26.7205099837529,84483.634375,281.3,85972.5890372094,2.88943531770239,64,12,5,102925.84109589,337.6,131713.896786347,3.28892590305039,73,22,13,17.92,16.68,34.73,18442.2067208904,56.3,45741.3077491375,"Mozambique",-17.26019707,35.55225318,"Afrotropics","AFRICA",3433578.679,-2153416.234,0,1,14.2031,0.013883503,235.332848031401,2330.35013921843,94.8149447608494,1019.63658917721
"MRN","Marianas","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,33.114641577172,18,99.248113979765,12.1853571428571,9.3,40,211.6,134,401.448687246222,1.13140764197004,3,0,0,196.2,142,384.153139256935,0.924177979117837,4,0,0,-7.85,5.63,-4.5,-15.4,8,-17.2955479892876,"Marianas",14.90077071,145.1965445,"Oceania","PACIFIC",14009200.9,1876756.524,1,1,NA,NA,268.438376123979,592.221048845217,51.9936936863282,2381.47175815434
"MRN","Marianas","Pacific",1,1.125,1.125,1.125,1.125,1.125,1.125,0.68926382769139,0.68926382769139,0.68926382769139,3.75605001205218,3.75605001205218,3.75605001205218,NA,NA,NA,NA,NA,NA,NA,211.6,134,401.448687246222,1.13140764197004,3,0,0,196.2,142,384.153139256935,0.924177979117837,4,0,0,-7.85,5.63,-4.5,-15.4,8,-17.2955479892876,"Marianas",14.90077071,145.1965445,"Oceania","PACIFIC",14009200.9,1876756.524,1,1,NA,NA,268.438376123979,592.221048845217,51.9936936863282,2381.47175815434
"MRQ","Marquesas","Pacific",1,12.5,12.5,12.5,12.5,12.5,12.5,1.0497695745743,1.0497695745743,1.0497695745743,3.40176266802517,3.40176266802517,3.40176266802517,NA,NA,NA,NA,NA,NA,NA,47.3,47.3,47.3,NA,1,0,0,47.3,47.3,47.3,NA,1,0,0,0,0,0,0,0,0,"Marquesas",-9.365579592,-139.5862139,"Oceania","PACIFIC",-13468241.06,-1189441.233,1,1,NA,NA,249.909726032958,433.58830560702,24.6662376305767,1738.47352024922
"MRQ","Marquesas","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,33.117687075102,25,93.6011569947691,14.9855172413793,10,44.3445408294813,47.3,47.3,47.3,NA,1,0,0,47.3,47.3,47.3,NA,1,0,0,0,0,0,0,0,0,"Marquesas",-9.365579592,-139.5862139,"Oceania","PACIFIC",-13468241.06,-1189441.233,1,1,NA,NA,249.909726032958,433.58830560702,24.6662376305767,1738.47352024922
"MSI","Mississippi","Americas",3,1.61666666666667,2,2.04494425896056,1.61666666666667,2,2.04494425896056,1.04325721269512,1.10512465054728,1.11517229458944,2.79441293540744,3.19931275715259,3.33596644699158,40,15.5766716514872,7.7,40.9026072992707,8.049500002,4.9125,20.000000011,11184.09,309.2,29321.6017127407,2.90608974562744,10,1,1,950369.085714286,6550,8138668.30203883,3.95044006990188,28,18,18,98.82,95.28,99.64,939184.995714286,6240.8,8109346.70032609,"Mississippi",32.75582597,-89.67327133,"Nearctic","NORTHERN AMERICA",-8652366.622,3957183.894,0,1,18.7272,0.381913858,178.53770803468,7022.58499303273,19.5870708014617,1428.29728565524
"MTN","Mauritania","Africa",1,8,8,8,8,8,8,1.1321044354753,1.1321044354753,1.1321044354753,0.972363737554256,0.972363737554256,0.972363737554256,36,48.8142222223333,21.3,166.276210404957,8.66763157894737,9,13.4485451070606,12429.36,3737.5,43152.1467420842,2.26415884052907,20,8,1,513705.3875,10345.2,3230058.65201533,3.17921131721299,24,13,6,97.58,63.87,98.66,501276.0275,6607.7,3186906.50527325,"Mauritania",20.25990361,-10.33226041,"Afrotropics","AFRICA",-998007.82,2522330.882,0,1,NA,NA,280.632622729819,5276.04673622728,122.521725183528,101.250607426636
"MXC","Mexico Central","Americas",8,1.1375,1.075,1.71907001087358,1.1375,1.075,1.71907001087358,0.923883293606315,0.958829092618673,1.06518991716678,1.9529804933433,1.8327758587627,3.23474149155529,163,17.42194472944,8.95,67.6174048079801,8.51835680746479,5,23.8746727726266,5099.052,50,5636.35231300245,2.29684196204127,75,2,1,358445.470212766,62.2,1067024.63399903,3.9386300359112,94,21,19,98.58,19.61,99.47,353346.418212766,12.2,1061388.28168603,"Mexico Central",19.13109566,-98.58581279,"Neotropics","NORTHERN AMERICA",-9512151.602,2396274.638,0,1,21.1099,0.202325543,173.113508114143,1812.84606840347,87.8572895061686,964.901574130567
"MXE","Mexico Northeast","Americas",12,1.27083333333333,1.25,2.02034986881096,1.27083333333333,1.25,2.02034986881096,0.94014481627485,0.897426823472165,1.10784588747537,2.58774531805835,2.84502541312558,3.35874206196475,135,17.4005224868016,9.1875,61.6215489536743,7.13028846153846,4.5,21.7917091215181,5714.28705882353,50,6974.84972106915,2.30585024410601,85,3,2,323103.932478632,88.8,1103765.77582367,4.00804183121507,117,34,31,98.23,43.69,99.37,317389.645419809,38.8,1096790.9261026,"Mexico Northeast",25.85227543,-103.0607542,"Nearctic","NORTHERN AMERICA",-9939943.507,3178776.224,0,1,22.3813,0.106356352,187.507777354559,4580.86302519893,80.5937933804489,527.381987407077
"MXG","Mexico Gulf","Americas",34,1.40911764705882,1.2,3.5,1.40911764705882,1.2,3.5,0.946296900431018,0.958596508265846,1.14547803576289,1.54249841302629,1.90869457533992,3.29041521704525,209,17.8269008546667,9.5,60.9461490027403,9.26314236104167,6,26.3715051870323,5264.22125,41,7309.63762104665,2.46989073144505,80,3,1,338325.324,55,1039691.91691048,4.02639302748991,100,23,20,98.44,25.45,99.3,333061.10275,14,1032382.27928944,"Mexico Gulf",19.37738436,-96.405429,"Neotropics","NORTHERN AMERICA",-9300733.316,2423947.208,0,1,25.8423,0.164330322,240.550287534029,2320.31629542697,72.8889956299249,1735.51133661733
"MXG",NA,NA,34,1.40911764705882,1.2,3.5,1.40911764705882,1.2,3.5,0.946296900431018,0.958596508265846,1.14547803576289,1.54249841302629,1.90869457533992,3.29041521704525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MXN","Mexico Northwest","Americas",11,1.55909090909091,1.6,2.17370651192842,1.55909090909091,1.6,2.17370651192842,0.924004871790746,0.876261647364846,1.0951235233757,2.82662087577353,2.99686284628002,3.65482505661589,98,19.8054166666333,10,68.8430265738934,8.73287234042553,5,24.3185938849511,2264.12638888889,60.2,5014.48527530503,2.01629565687949,72,2,1,360235.682524272,85,1262693.3101638,4.03689355677629,103,30,27,99.37,29.18,99.6,357971.556135383,24.8,1257678.8248885,"Mexico Northwest",28.4912303,-111.3789827,"Nearctic","NORTHERN AMERICA",-10742947.05,3480488.746,0,1,20.7135,0.129332802,216.371091931566,5189.98149136266,92.1094883290518,361.357799778674
"MXS","Mexico Southwest","Americas",42,1.41416666666667,1.25,3.40342466501721,1.41416666666667,1.25,3.40342466501721,0.937697142847473,0.954875158620603,1.16920163975131,1.64960689178275,1.93400081419899,3.14870027943445,245,21.5511088789295,10,78.4659739796866,10.0856022408403,6.5,28.1938479776617,3900.35963302752,49.5,6011.17663461712,2.17112984960781,109,3,1,257116.799253731,60,442984.582439366,3.71248662392717,134,27,23,98.48,17.5,98.64,253216.439620704,10.5,436973.405804748,"Mexico Southwest",18.84795312,-100.7023886,"Neotropics","NORTHERN AMERICA",-9713666.775,2359019.498,0,1,20.8141,0.341436212,211.869483912706,1674.08964422978,103.81403145266,1131.95890191635
"MXT","Mexico Southeast","Americas",56,1.35107142857143,1.155,3.5,1.35107142857143,1.155,3.5,0.943362233155633,0.95208414638667,1.15582803946372,1.61405765148072,1.78216338104456,3.61686569832728,242,19.805606010354,10,70.1499464922446,10.0793421052018,6.8166666665,26.0115550612294,4972.57816091954,40,7191.38451115513,2.48497974023465,87,3,1,250750.825531915,46.45,87957.8420967131,3.39555387051629,94,10,7,98.02,13.89,91.82,245778.247370995,6.45,80766.457585558,"Mexico Southeast",18.50798756,-90.55872649,"Neotropics","NORTHERN AMERICA",-8739084.772,2318392.843,0,1,16.8255,0.64407178,248.972770171131,1688.94247164828,65.7223510009081,1531.89728995426
"MXT",NA,NA,56,1.35107142857143,1.155,3.5,1.35107142857143,1.155,3.5,0.943362233155633,0.95208414638667,1.15582803946372,1.61405765148072,1.78216338104456,3.61686569832728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYA","Myanmar","Asia",68,2.70808823529412,1.95,7.32106285001026,2.70808823529412,1.95,7.32106285001026,0.893732836691961,0.922545933577555,1.13954713476578,1.7040117610386,1.8327758587627,3.65482505661589,375,19.1080281655587,11.266666665,55,12.3144292235571,9,36.0172870635518,42999.3043859649,774.55,54451.1956375861,2.52327906509997,114,14,7,264751.812698413,997,1132915.62422038,3.11346589296569,126,25,17,83.76,22.31,95.19,221752.508312448,222.45,1078464.4285828,"Myanmar",21.14042303,96.50882808,"IndoMalay","ASIA-TROPICAL",9312068.924,2622915.891,0,1,27.0695,0.541254032,232.974652159594,2893.9492736733,93.7208284026903,2177.43721943909
"MYA",NA,NA,68,2.70808823529412,1.95,7.32106285001026,2.70808823529412,1.95,7.32106285001026,0.893732836691961,0.922545933577555,1.13954713476578,1.7040117610386,1.8327758587627,3.65482505661589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAM","Namibia","Africa",2,4.2,4.2,6.11230995044038,4.2,4.2,6.11230995044038,1.05325833986671,1.05325833986671,1.12924364793552,1.37726355929941,1.37726355929941,1.78722462881637,96,37.7107065217391,13.5,156.762812613823,7.63857142857143,6,17.652828812068,133387.835,238.65,179592.849836692,3.1113982455045,40,9,4,134829.286956522,309.5,264541.8,3.41245185317688,46,16,10,1.07,22.89,32.11,1441.45195652175,70.85,84948.950163308,"Namibia",-22.23554548,17.07189285,"Afrotropics","AFRICA",1646091.551,-2754871.901,0,1,1,2.98827e-05,208.052737750192,3773.68387885425,109.365042128717,275.748975807198
"NAT","KwaZulu-Natal","Africa",4,4.225,3.75,6.94678648908834,4.225,3.75,6.94678648908834,0.939757175686803,0.94510661580184,1.11431173248398,0.51685143809096,0.238482810641168,1.59742783737333,194,23.5543439716862,12.708333335,69.4713000370053,10.0568750002083,7.1,25.5492619394949,122386.797727273,1650,95781.5604186219,3.05789866910923,44,11,5,141351.941509434,2500,233589.389857331,3.35135763815944,53,21,13,13.42,34,59,18965.1437821612,850,137807.829438709,"KwaZulu-Natal",-28.7085677,30.72508497,"Afrotropics","AFRICA",2965037.449,-3513204.598,0,1,17.8326,0.131242318,175.858946921053,3223.57857552005,60.8022221447798,864.020134827085
"NCA","North Carolina","Americas",2,0.95,0.95,1.08262375019604,0.95,0.95,1.08262375019604,1.10233363831335,1.10233363831335,1.11489319336604,3.22461899601166,3.22461899601166,3.24739461098483,61,13.6844936640702,8,32.2841338667658,6.94900000133333,4,20.000000006,6656.45555555556,138.95,10538.3237306739,2.54235819757135,18,1,1,702781.18974359,709.3,6255450.69310957,4.17612322735028,39,20,20,99.05,80.41,99.83,696124.734188034,570.35,6244912.3693789,"North Carolina",35.54958921,-79.38015679,"Nearctic","NORTHERN AMERICA",-7659056.213,4255492.528,0,1,21.9123,0.402781941,154.753932330517,7166.04138393776,17.6289015702772,1256.27604698533
"NCB","Nicobar Is.","Asia",18,1.77222222222222,1.55,2.6294154716638,1.77222222222222,1.55,2.6294154716638,0.875279624541797,0.873935803836569,1.03893114373253,1.99023690055249,2.06053200849435,3.67760067158905,174,28.37216041645,15,96.8965790892927,12.3359905658585,9.4,34.4587884538508,227.7,180.45,446.800770713255,0.753235955092705,8,0,0,227.7,180.45,446.800770713255,0.753235955092705,8,0,0,0,0,0,0,0,0,"Nicobar Is.",7.507217236,93.60165739,"IndoMalay","ASIA-TROPICAL",9031318.842,954859.1428,1,1,14.2754,0.025652842,272.357400375123,456.927844063799,46.635571696327,3003.77020340847
"NCB",NA,NA,18,1.77222222222222,1.55,2.6294154716638,1.77222222222222,1.55,2.6294154716638,0.875279624541797,0.873935803836569,1.03893114373253,1.99023690055249,2.06053200849435,3.67760067158905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEP","Nepal","Asia",11,2.24090909090909,2,3.87298334620742,2.24090909090909,2,3.87298334620742,0.963586499835604,0.941850434862253,1.17094602239752,1.83737699310072,2.33890063594414,3.27523147372981,160,18.6852455257383,10,49.759130426893,10.4303846153626,7.4,30.6186217847897,113511.778571429,2380,255551.960480392,3.00277872161427,56,15,8,199647.5078125,2908.4,1480168.9853959,3.24526165913646,64,21,14,43.14,18.17,82.73,86135.7292410714,528.4,1224617.02491551,"Nepal",28.25300785,83.93851707,"IndoMalay","ASIA-TROPICAL",8100386.091,3462117.649,0,1,33.7709,0.341417927,126.02343700505,5826.20951412789,103.030442475783,1657.8968080522
"NEP",NA,NA,11,2.24090909090909,2,3.87298334620742,2.24090909090909,2,3.87298334620742,0.963586499835604,0.941850434862253,1.17094602239752,1.83737699310072,2.33890063594414,3.27523147372981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGA","Nigeria","Africa",27,5.01851851851852,4.25,11.0077770557088,5.01851851851852,4.25,11.0077770557088,0.952325344974788,0.968365051084608,1.12763881590101,1.35664366096979,1.68093842560827,3.28535396927344,272,41.683906049305,28.43333333,120,19.928725490085,15,50,63356.0054347826,551.2,71114.4502934975,2.77277199400735,92,22,6,142774.477894737,635.75,144229.57232736,3.05123247085931,95,26,10,55.63,13.3,50.69,79418.4724599542,84.55,73115.1220338621,"Nigeria",9.593635674,8.105324864,"Afrotropics","AFRICA",781598.6985,1215518.961,0,1,13.0367,0.108073568,265.48513406189,2083.16746785447,102.400383636373,1161.50708344038
"NGA",NA,NA,27,5.01851851851852,4.25,11.0077770557088,5.01851851851852,4.25,11.0077770557088,0.952325344974788,0.968365051084608,1.12763881590101,1.35664366096979,1.68093842560827,3.28535396927344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGR","Niger","Africa",5,7.7,8,14.3452874968506,7.7,8,14.3452874968506,1.00613674998382,1.00883472847662,1.10782262904009,1.11407867516506,0.972363737554256,2.09596074289705,46,56.0207317073171,22.5,210,12.1590909095455,10.25,19.8949165186106,202000.873913043,3500,77059.7277596018,2.93793458453716,23,9,2,475037.781481482,6370,2758777.88255502,3.47843720047453,27,13,6,57.48,45.05,97.21,273036.907568438,2870,2681718.15479542,"Niger",17.42632282,9.397657535,"Afrotropics","AFRICA",904156.1452,2182541.092,0,1,2.12057,9.8532e-05,274.744693540598,5175.95532167127,173.873056001853,134.442175800472
"NIC","Nicaragua","Americas",61,1.76750819672131,1.25,5,1.76750819672131,1.25,5,0.971682237756085,0.968830219790264,1.17117860675035,1.89168546397563,2.33890063594414,3.75605001205218,250,20.0966550725957,11.066666665,62.2608013195846,10.3464855071957,7,27.574426869463,5039.14642857143,41.6,7161.33917104621,2.510769394386,84,3,1,261563.906666667,44.75,137415.753802808,3.44437810373219,90,9,7,98.07,7.04,94.79,256524.760238095,3.15,130254.414631762,"Nicaragua",12.83970931,-85.03469962,"Neotropics","SOUTHERN AMERICA",-8204747.816,1623980.418,0,1,19.8538,0.448448886,253.561282360387,673.011725701824,66.7255194197,2220.5697899491
"NIC",NA,NA,61,1.76750819672131,1.25,5,1.76750819672131,1.25,5,0.971682237756085,0.968830219790264,1.17117860675035,1.89168546397563,2.33890063594414,3.75605001205218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NNS","Nansei-shoto","Asia",3,2.03333333333333,1.8,2.85060064951703,2.03333333333333,1.8,2.85060064951703,0.913475143817275,0.967434713673297,0.972039883859285,1.96774246601109,3.45237514574331,3.5890288355823,62,17.36963888895,8.95,50.2388441043603,9.41064516129032,5,40,33844.8,435,58605.6833920784,3.94515523506159,3,1,1,22221.1857142857,367.3,44631.0321157612,2.82774425905026,7,4,1,-52.31,-18.43,-31.31,-11623.6142857143,-67.7,-13974.6512763172,"Nansei-shoto",25.77340565,126.6998898,"IndoMalay","ASIA-TEMPERATE",12223458.6,3179538.04,1,1,NA,NA,230.108983109785,3924.58898988679,29.5315691845501,2266.23067776457
"NSW","New South Wales","Pacific",4,1.3625,1.275,1.63295074796796,1.3625,1.275,1.63295074796796,0.820557694862617,0.830442529857793,0.928825711103902,2.4654318302395,3.14870027943445,3.38657892470972,98,15.8223371647586,10,46.0448244110924,8.78525641025641,5.6,32.9241974312066,596.072727272727,92,3235.80736169448,1.79826720885403,22,0,0,128149.970833333,2650,164326.045895946,3.78906582508956,48,23,22,99.53,96.53,98.03,127553.898106061,2558,161090.238534251,"New South Wales",-32.18030973,147.0187766,"Australasia","AUSTRALASIA",14185658.53,-3890210.766,0,1,22.8827,0.12284044,175.795278407168,5452.04576200936,21.226480809975,534.004281202058
"NSW",NA,NA,4,1.3625,1.275,1.63295074796796,1.3625,1.275,1.63295074796796,0.820557694862617,0.830442529857793,0.928825711103902,2.4654318302395,3.14870027943445,3.38657892470972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTA","Northern Territory","Pacific",13,1.43384615384615,1.44,2.18672414788656,1.43384615384615,1.44,2.18672414788656,0.890002015285743,0.89998525135327,1.08149408029999,2.80998600547456,3.19931275715259,3.66494755215952,98,19.331118773908,13,49.697875873869,9.07447916666667,7.05,30.5942855740854,354.988888888889,81.25,1762.39865186041,1.51957708476712,18,0,0,326.514285714286,100,1640,1.41607768224648,21,0,0,-8.72,18.75,-7.46,-28.4746031746031,18.75,-122.398651860415,"Northern Territory",-19.41428342,133.3652138,"Australasia","AUSTRALASIA",12867552.73,-2414297.181,0,1,17.4433,0.001827081,253.693472209698,4530.53954791363,88.7792007243827,566.317170113189
"NTA",NA,NA,13,1.43384615384615,1.44,2.18672414788656,1.43384615384615,1.44,2.18672414788656,0.890002015285743,0.89998525135327,1.08149408029999,2.80998600547456,3.19931275715259,3.66494755215952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NWC","New Caledonia","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,29.4955387205556,17.8,63.4195736331104,13.1529545454545,9.85,40,175.1,148,304.571117957602,0.976203476870059,3,0,0,175.1,148,304.571117957602,0.976203476870059,3,0,0,0,0,0,0,0,0,"New Caledonia",-21.29461419,165.6718498,"Oceania","PACIFIC",15984779.16,-2655664.69,1,1,22.3575,0.33668581,222.446179203112,2056.61032332774,46.5886290229637,1682.05562406974
