"","LEVEL_3_CO","LAT","LONG","accAfrica","max95FL_palms","log_max95FL_palms_BBMmean","log_medianFL_palms_BBM_MCC","curr_max95BodySize","mean_abs_BSchange","presNat_max95BodySize","max95_abs_BSchange","MAT","TempSeas","AnnualPrec","PrecSeas","CH_Mean","CH_PercCover","accRealm"
"113","TCI",21.80869292,-71.88207917,"0",1.36079856555073,1.11926577919921,1.4784885147357,35.8,0,35.8,0,264.803502142429,1502.54038286209,37.846987016499,699.5390625,11.6179,0.258167841,"Americas"
"114","THA",15.11989876,101.0149078,"0",7,1.06721340103637,1.8327758587627,46500,32768.9818181818,192669.580894438,146169.580894438,261.870312056109,1725.34067233026,79.9374899804478,1559.10535533763,22.7186,0.300952614,"Asia"
"115","TOG",8.534910374,0.975845964,"1",10.695614747796,1.13545365015602,1.32665108158126,70493.3065078794,10985.1318209316,73919.1433818093,3425.8368739299,265.532397488304,1563.47674118266,75.2919664676605,1194.76844877847,8.32626,0.006828445,"Africa"
"116","TRT",10.46836429,-61.25263722,"0",5,1.24141908130431,2.23767568050786,4050.97472125068,0,4050.97472125068,0,263.026985808839,555.503641196236,46.7337241728633,1935.06442388562,13.1546,0.739748435,"Americas"
"117","TVL",-25.26571446,28.07825549,"1",10.9456375416165,1.11835870022318,0.744607587822608,128365.208487347,18800.6409803922,206757.828289188,78392.6198018415,186.653649778246,4118.21232754113,78.2098432115537,594.179527591761,10.0002,0.069633357,"Africa"
"118","UGA",1.280084629,32.38622999,"1",10.6696764602335,1.11291622636701,1.2001198872859,71741.0672172266,18365.2251767574,115869.15976779,44128.0925505634,222.12042790636,793.405182174877,45.1686943900489,1216.282343225,9.69847,0.186152673,"Africa"
"119","URU",-32.79956992,-56.01217362,"0",3.40838093159667,0.977528874586019,2.79441293540744,24427.2593436179,717223.546153846,4027010.19202543,4002582.93268182,175.139435028138,4483.23974518745,15.143729923218,1197.52819283959,NA,NA,"Americas"
"120","VAN",-16.20215409,167.7055728,"0",9.12247713288892,0.983599326194822,3.12339404057538,381.929586784862,0,381.929586784862,0,242.679874147576,1077.17828444064,34.0592380763572,2709.01735015773,39.5401,0.088628872,"Pacific"
"121","VEN",7.118821943,-66.16904042,"0",6.15982555280984,1.20601974280393,2.4654318302395,10606.5427920694,105844.093448511,204467.359771733,193860.816979663,249.509431986242,686.522194703304,59.8562921086902,1935.40648225012,17.1371,0.475442043,"Americas"
"122","VIE",16.65160342,106.3040353,"0",3.5,1.08865767836708,2.44012559138043,50889.3535842406,68565.2753818251,676451.394085476,625562.040501236,236.88633087244,2756.00618204029,78.3989227683661,1923.58321330991,23.6497,0.557146005,"Asia"
"123","VNA",NA,NA,"0",3.4752023541983,1.1203589256575,0.719301348963536,98522.6431891089,683529.592592593,3854810.51738151,3756287.8741924,268.924920614786,703.873945055114,51.6706481350336,524.488902589396,NA,NA,"Americas"
"124","WAU",-25.46606876,122.1782045,"0",2.74620084168858,0.994414498601308,3.45237514574331,1777.16854006395,126147.213596491,157797.338380595,156020.169840531,230.009074667085,5079.52143284063,64.4242081699754,357.24148950621,11.3343,0.005902793,"Pacific"
"125","WHM",33.32159715,76.67319106,"0",2.4074907185044,1.18013310433421,2.08583824735342,175820.881917544,120139.92565095,1711303.12324026,1535482.24132271,19.7208797051139,7458.29189295637,66.6648143411374,847.957978702637,36.1903,0.15525362,"Asia"
"126","WIN",14.09525608,-60.99587035,"0",5.04975246918104,1.17699321557103,1.4784885147357,59.1418716099164,5.8875,58.9503582008703,-0.191513409046145,257.676033288287,808.561639219756,40.4507033891667,2176.45778275476,10.7318,0.332205136,"Americas"
"127","YEM",15.83691546,47.56879416,"0",5.7326567532262,1.17362074245503,1.27603860386312,22773.5873893421,73378.8515151515,60477.5765883521,37703.98919901,255.744150116863,4093.09328732671,95.4652516542767,119.418191767496,1.37013,0.000101866,"Asia"
"128","ZAI",-2.876225764,23.65445822,"1",11.6477720303764,1.07847048371323,1.32665108158126,71114.4502934975,13388.6438460281,102897.525277232,31783.0749837348,229.284129245656,775.979618472594,52.0239648559464,1620.25235716949,16.6613,0.593442003,"Africa"
"129","ZAM",-13.45307543,27.79788004,"1",10.6696764602335,1.10547352707653,1.6556321867492,83102.4525376083,16120.3427300151,101235.536455816,18133.0839182082,214.283017659887,2445.04233209106,109.933631735003,1015.57997509935,8.9469,0.046341718,"Africa"
"130","ZIM",-19.00000577,29.87175983,"1",11.1831267863607,1.11835870022318,1.37726355929941,121495.106917141,19771.7042684813,197697.663199367,76202.5562822256,208.358455884197,3141.88073534867,103.467393881246,680.780190474609,8.0813,0.01414941,"Africa"
"131",NA,NA,NA,"1",3.80488332908262,1.06302688268547,2.38951311366229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa"
