"LEVEL_3_CO","ID","LEVEL_NAME","REGION_NAM","CONTINENT","id","SpecName","falsePos"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Otolemur_garnettii","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Otolemur_garnettii","No"
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","196","Otolemur_garnettii","No"
"SOM",300,"Somalia","Northeast Tropical Africa","AFRICA","300","Otolemur_garnettii","No"
"GGI",116,"Gulf of Guinea Is.","West-Central Tropical Africa","AFRICA","116","Sciurocheirus_alleni","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Sciurocheirus_alleni","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Sciurocheirus_alleni","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Sciurocheirus_gabonensis","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Sciurocheirus_gabonensis","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Sciurocheirus_gabonensis","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Sciurocheirus_gabonensis","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Sciurocheirus_gabonensis","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Sciurocheirus_gabonensis","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Okapia_johnstoni","No"
"TUR",332,"Turkey","Western Asia","ASIA-TEMPERATE","332","Dryomys_laniger","No"
"PAK",254,"Pakistan","Indian Subcontinent","ASIA-TROPICAL","254","Dryomys_niethammeri","No"
"AFG",2,"Afghanistan","Western Asia","ASIA-TEMPERATE","1","Dryomys_nitedula","No"
"IRN",141,"Iran","Western Asia","ASIA-TEMPERATE","141","Dryomys_nitedula","No"
"IRQ",142,"Iraq","Western Asia","ASIA-TEMPERATE","142","Dryomys_nitedula","No"
"ITA",143,"Italy","Southeastern Europe","EUROPE","143","Dryomys_nitedula","No"
"PAK",254,"Pakistan","Indian Subcontinent","ASIA-TROPICAL","254","Dryomys_nitedula","No"
"PAL",255,"Palestine","Western Asia","ASIA-TEMPERATE","255","Dryomys_nitedula","No"
"SIC",294,"Sicilia","Southeastern Europe","EUROPE","294","Dryomys_nitedula","No"
"TUR",332,"Turkey","Western Asia","ASIA-TEMPERATE","332","Dryomys_nitedula","No"
"WHM",354,"West Himalaya","Indian Subcontinent","ASIA-TROPICAL","354","Dryomys_nitedula","No"
"EGY",98,"Egypt","Northern Africa","AFRICA","98","Eliomys_melanurus","No"
"IRQ",142,"Iraq","Western Asia","ASIA-TEMPERATE","142","Eliomys_melanurus","No"
"LBY",169,"Libya","Northern Africa","AFRICA","169","Eliomys_melanurus","No"
"PAL",255,"Palestine","Western Asia","ASIA-TEMPERATE","255","Eliomys_melanurus","No"
"SAU",284,"Saudi Arabia","Arabian Peninsula","ASIA-TEMPERATE","284","Eliomys_melanurus","No"
"SIN",296,"Sinai","Western Asia","ASIA-TEMPERATE","296","Eliomys_melanurus","No"
"TUR",332,"Turkey","Western Asia","ASIA-TEMPERATE","332","Eliomys_melanurus","No"
"ALG",9,"Algeria","Northern Africa","AFRICA","8","Eliomys_munbyanus","No"
"LBY",169,"Libya","Northern Africa","AFRICA","169","Eliomys_munbyanus","No"
"MOR",195,"Morocco","Northern Africa","AFRICA","195","Eliomys_munbyanus","No"
"TUN",331,"Tunisia","Northern Africa","AFRICA","331","Eliomys_munbyanus","No"
"SIC",294,"Sicilia","Southeastern Europe","EUROPE","294","Eliomys_quercinus","No"
"BAL",27,"Baleares","Southwestern Europe","EUROPE","26","Eliomys_quercinus","No"
"FRA",109,"France","Southwestern Europe","EUROPE","109","Eliomys_quercinus","No"
"ITA",143,"Italy","Southeastern Europe","EUROPE","143","Eliomys_quercinus","No"
"POR",265,"Portugal","Southwestern Europe","EUROPE","265","Eliomys_quercinus","No"
"SPA",301,"Spain","Southwestern Europe","EUROPE","301","Eliomys_quercinus","No"
"SAR",282,"Sardegna","Southwestern Europe","EUROPE","282","Eliomys_quercinus","No"
"JAP",146,"Japan","Eastern Asia","ASIA-TEMPERATE","146","Glirulus_japonicus","No"
"BAL",27,"Baleares","Southwestern Europe","EUROPE","26","Glis_glis","No"
"FRA",109,"France","Southwestern Europe","EUROPE","109","Glis_glis","No"
"IRN",141,"Iran","Western Asia","ASIA-TEMPERATE","141","Glis_glis","No"
"ITA",143,"Italy","Southeastern Europe","EUROPE","143","Glis_glis","No"
"KRI",159,"Kriti","Southeastern Europe","EUROPE","159","Glis_glis","No"
"SAR",282,"Sardegna","Southwestern Europe","EUROPE","282","Glis_glis","No"
"SIC",294,"Sicilia","Southeastern Europe","EUROPE","294","Glis_glis","No"
"SPA",301,"Spain","Southwestern Europe","EUROPE","301","Glis_glis","No"
"TUR",332,"Turkey","Western Asia","ASIA-TEMPERATE","332","Glis_glis","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Graphiurus_christyi","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Graphiurus_christyi","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Graphiurus_christyi","No"
"MLW",190,"Malawi","South Tropical Africa","AFRICA","190","Graphiurus_johnstoni","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Graphiurus_kelleni","No"
"BEN",29,"Benin","West Tropical Africa","AFRICA","28","Graphiurus_kelleni","No"
"BKN",33,"Burkina","West Tropical Africa","AFRICA","32","Graphiurus_kelleni","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Graphiurus_kelleni","No"
"ETH",103,"Ethiopia","Northeast Tropical Africa","AFRICA","103","Graphiurus_kelleni","No"
"GAM",113,"Gambia, The","West Tropical Africa","AFRICA","113","Graphiurus_kelleni","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Graphiurus_kelleni","No"
"GNB",119,"Guinea-Bissau","West Tropical Africa","AFRICA","119","Graphiurus_kelleni","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Graphiurus_kelleni","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Graphiurus_kelleni","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Graphiurus_kelleni","No"
"MLI",189,"Mali","West Tropical Africa","AFRICA","189","Graphiurus_kelleni","No"
"MLW",190,"Malawi","South Tropical Africa","AFRICA","190","Graphiurus_kelleni","No"
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","196","Graphiurus_kelleni","No"
"NAM",213,"Namibia","Southern Africa","AFRICA","213","Graphiurus_kelleni","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Graphiurus_kelleni","No"
"NGR",227,"Niger","West Tropical Africa","AFRICA","227","Graphiurus_kelleni","No"
"SEN",291,"Senegal","West Tropical Africa","AFRICA","291","Graphiurus_kelleni","No"
"SOM",300,"Somalia","Northeast Tropical Africa","AFRICA","300","Graphiurus_kelleni","No"
"SUD",305,"Sudan","Northeast Tropical Africa","AFRICA","305","Graphiurus_kelleni","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Graphiurus_kelleni","No"
"TOG",324,"Togo","West Tropical Africa","AFRICA","324","Graphiurus_kelleni","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Graphiurus_kelleni","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Graphiurus_kelleni","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Graphiurus_kelleni","No"
"ZIM",368,"Zimbabwe","South Tropical Africa","AFRICA","368","Graphiurus_kelleni","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Graphiurus_lorraineus","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Graphiurus_lorraineus","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Graphiurus_lorraineus","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Graphiurus_lorraineus","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Graphiurus_lorraineus","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Graphiurus_lorraineus","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Graphiurus_lorraineus","No"
"GGI",116,"Gulf of Guinea Is.","West-Central Tropical Africa","AFRICA","116","Graphiurus_lorraineus","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Graphiurus_lorraineus","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Graphiurus_lorraineus","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Graphiurus_lorraineus","No"
"LBR",167,"Liberia","West Tropical Africa","AFRICA","167","Graphiurus_lorraineus","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Graphiurus_lorraineus","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Graphiurus_lorraineus","No"
"SIE",295,"Sierra Leone","West Tropical Africa","AFRICA","295","Graphiurus_lorraineus","No"
"SUD",305,"Sudan","Northeast Tropical Africa","AFRICA","305","Graphiurus_lorraineus","No"
"TOG",324,"Togo","West Tropical Africa","AFRICA","324","Graphiurus_lorraineus","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Graphiurus_lorraineus","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Graphiurus_lorraineus","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Graphiurus_lorraineus","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Graphiurus_microtis","No"
"BOT",39,"Botswana","Southern Africa","AFRICA","38","Graphiurus_microtis","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Graphiurus_microtis","No"
"CHA",56,"Chad","Northeast Tropical Africa","AFRICA","55","Graphiurus_microtis","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Graphiurus_microtis","No"
"CPP",80,"Cape Provinces","Southern Africa","AFRICA","80","Graphiurus_microtis","No"
"CPV",81,"Caprivi Strip","Southern Africa","AFRICA","81","Graphiurus_microtis","No"
"ETH",103,"Ethiopia","Northeast Tropical Africa","AFRICA","103","Graphiurus_microtis","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Graphiurus_microtis","No"
"MLW",190,"Malawi","South Tropical Africa","AFRICA","190","Graphiurus_microtis","No"
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","196","Graphiurus_microtis","No"
"NAM",213,"Namibia","Southern Africa","AFRICA","213","Graphiurus_microtis","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Graphiurus_microtis","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Graphiurus_microtis","No"
"SUD",305,"Sudan","Northeast Tropical Africa","AFRICA","305","Graphiurus_microtis","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Graphiurus_microtis","No"
"TVL",335,"Northern Provinces","Southern Africa","AFRICA","335","Graphiurus_microtis","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Graphiurus_microtis","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Graphiurus_microtis","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Graphiurus_microtis","No"
"ZIM",368,"Zimbabwe","South Tropical Africa","AFRICA","368","Graphiurus_microtis","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Graphiurus_monardi","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Graphiurus_monardi","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Graphiurus_monardi","No"
"BOT",39,"Botswana","Southern Africa","AFRICA","38","Graphiurus_murinus","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Graphiurus_murinus","No"
"CPP",80,"Cape Provinces","Southern Africa","AFRICA","80","Graphiurus_murinus","No"
"ETH",103,"Ethiopia","Northeast Tropical Africa","AFRICA","103","Graphiurus_murinus","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Graphiurus_murinus","No"
"MLW",190,"Malawi","South Tropical Africa","AFRICA","190","Graphiurus_murinus","No"
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","196","Graphiurus_murinus","No"
"NAT",214,"KwaZulu-Natal","Southern Africa","AFRICA","214","Graphiurus_murinus","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Graphiurus_murinus","No"
"SWZ",313,"Swaziland","Southern Africa","AFRICA","313","Graphiurus_murinus","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Graphiurus_murinus","No"
"TVL",335,"Northern Provinces","Southern Africa","AFRICA","335","Graphiurus_murinus","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Graphiurus_murinus","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Graphiurus_murinus","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Graphiurus_murinus","No"
"ZIM",368,"Zimbabwe","South Tropical Africa","AFRICA","368","Graphiurus_murinus","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Graphiurus_nagtglasii","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Graphiurus_nagtglasii","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Graphiurus_nagtglasii","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Graphiurus_nagtglasii","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Graphiurus_nagtglasii","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Graphiurus_nagtglasii","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Graphiurus_nagtglasii","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Graphiurus_nagtglasii","No"
"LBR",167,"Liberia","West Tropical Africa","AFRICA","167","Graphiurus_nagtglasii","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Graphiurus_nagtglasii","No"
"SIE",295,"Sierra Leone","West Tropical Africa","AFRICA","295","Graphiurus_nagtglasii","No"
"TOG",324,"Togo","West Tropical Africa","AFRICA","324","Graphiurus_nagtglasii","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Graphiurus_nagtglasii","No"
"CPP",80,"Cape Provinces","Southern Africa","AFRICA","80","Graphiurus_ocularis","No"
"BOT",39,"Botswana","Southern Africa","AFRICA","38","Graphiurus_platyops","No"
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","196","Graphiurus_platyops","No"
"SWZ",313,"Swaziland","Southern Africa","AFRICA","313","Graphiurus_platyops","No"
"TVL",335,"Northern Provinces","Southern Africa","AFRICA","335","Graphiurus_platyops","No"
"ZIM",368,"Zimbabwe","South Tropical Africa","AFRICA","368","Graphiurus_platyops","No"
"CPP",80,"Cape Provinces","Southern Africa","AFRICA","80","Graphiurus_rupicola","No"
"NAM",213,"Namibia","Southern Africa","AFRICA","213","Graphiurus_rupicola","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Graphiurus_surdus","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Graphiurus_surdus","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Graphiurus_surdus","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Graphiurus_surdus","No"
"FRA",109,"France","Southwestern Europe","EUROPE","109","Muscardinus_avellanarius","No"
"ITA",143,"Italy","Southeastern Europe","EUROPE","143","Muscardinus_avellanarius","No"
"SIC",294,"Sicilia","Southeastern Europe","EUROPE","294","Muscardinus_avellanarius","No"
"TUR",332,"Turkey","Western Asia","ASIA-TEMPERATE","332","Muscardinus_avellanarius","No"
"IRN",141,"Iran","Western Asia","ASIA-TEMPERATE","141","Myomimus_setzeri","No"
"TUR",332,"Turkey","Western Asia","ASIA-TEMPERATE","332","Myomimus_setzeri","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Atilax_paludinosus","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Atilax_paludinosus","No"
"BEN",29,"Benin","West Tropical Africa","AFRICA","28","Atilax_paludinosus","No"
"BKN",33,"Burkina","West Tropical Africa","AFRICA","32","Atilax_paludinosus","No"
"BOT",39,"Botswana","Southern Africa","AFRICA","38","Atilax_paludinosus","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Atilax_paludinosus","No"
"CAB",50,"Cabinda","West-Central Tropical Africa","AFRICA","49","Atilax_paludinosus","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Atilax_paludinosus","No"
"CHA",56,"Chad","Northeast Tropical Africa","AFRICA","55","Atilax_paludinosus","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Atilax_paludinosus","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Atilax_paludinosus","No"
"CPP",80,"Cape Provinces","Southern Africa","AFRICA","80","Atilax_paludinosus","No"
"CPV",81,"Caprivi Strip","Southern Africa","AFRICA","81","Atilax_paludinosus","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Atilax_paludinosus","No"
"ERI",102,"Eritrea","Northeast Tropical Africa","AFRICA","102","Atilax_paludinosus","No"
"ETH",103,"Ethiopia","Northeast Tropical Africa","AFRICA","103","Atilax_paludinosus","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Atilax_paludinosus","No"
"GAM",113,"Gambia, The","West Tropical Africa","AFRICA","113","Atilax_paludinosus","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Atilax_paludinosus","No"
"GNB",119,"Guinea-Bissau","West Tropical Africa","AFRICA","119","Atilax_paludinosus","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Atilax_paludinosus","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Atilax_paludinosus","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Atilax_paludinosus","No"
"LBR",167,"Liberia","West Tropical Africa","AFRICA","167","Atilax_paludinosus","No"
"MLI",189,"Mali","West Tropical Africa","AFRICA","189","Atilax_paludinosus","No"
"MLW",190,"Malawi","South Tropical Africa","AFRICA","190","Atilax_paludinosus","No"
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","196","Atilax_paludinosus","No"
"MTN",204,"Mauritania","West Tropical Africa","AFRICA","204","Atilax_paludinosus","No"
"NAM",213,"Namibia","Southern Africa","AFRICA","213","Atilax_paludinosus","No"
"NAT",214,"KwaZulu-Natal","Southern Africa","AFRICA","214","Atilax_paludinosus","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Atilax_paludinosus","No"
"NGR",227,"Niger","West Tropical Africa","AFRICA","227","Atilax_paludinosus","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Atilax_paludinosus","No"
"SEN",291,"Senegal","West Tropical Africa","AFRICA","291","Atilax_paludinosus","No"
"SIE",295,"Sierra Leone","West Tropical Africa","AFRICA","295","Atilax_paludinosus","No"
"SUD",305,"Sudan","Northeast Tropical Africa","AFRICA","305","Atilax_paludinosus","No"
"SWZ",313,"Swaziland","Southern Africa","AFRICA","313","Atilax_paludinosus","No"
"TOG",324,"Togo","West Tropical Africa","AFRICA","324","Atilax_paludinosus","No"
"TVL",335,"Northern Provinces","Southern Africa","AFRICA","335","Atilax_paludinosus","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Atilax_paludinosus","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Atilax_paludinosus","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Atilax_paludinosus","No"
"ZIM",368,"Zimbabwe","South Tropical Africa","AFRICA","368","Atilax_paludinosus","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Crossarchus_alexandri","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Crossarchus_alexandri","No"
