"LEVEL_3_CO","ID","LEVEL_NAME","REGION_NAM","CONTINENT","id","SpecName","falsePos"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Proechimys_guyannensis","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Proechimys_guyannensis","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Proechimys_guyannensis","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Proechimys_guyannensis","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Proechimys_hoplomyoides","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Proechimys_hoplomyoides","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Proechimys_hoplomyoides","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Proechimys_kulinae","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Proechimys_kulinae","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Proechimys_longicaudatus","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Proechimys_longicaudatus","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Proechimys_longicaudatus","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Proechimys_longicaudatus","No"
"PAR",257,"Paraguay","Southern South America","SOUTHERN AMERICA","257","Proechimys_longicaudatus","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Proechimys_mincae","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Proechimys_oconnelli","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Proechimys_pattoni","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Proechimys_pattoni","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Proechimys_pattoni","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Proechimys_quadruplicatus","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Proechimys_quadruplicatus","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Proechimys_quadruplicatus","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Proechimys_quadruplicatus","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Proechimys_quadruplicatus","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Proechimys_roberti","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Proechimys_roberti","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Proechimys_roberti","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Proechimys_roberti","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Proechimys_semispinosus","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Proechimys_semispinosus","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Proechimys_semispinosus","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Proechimys_semispinosus","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Proechimys_semispinosus","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Proechimys_semispinosus","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Proechimys_semispinosus","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Proechimys_simonsi","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Proechimys_simonsi","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Proechimys_simonsi","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Proechimys_simonsi","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Proechimys_simonsi","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Proechimys_steerei","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Proechimys_steerei","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Proechimys_steerei","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Proechimys_steerei","No"
"TRT",327,"Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","327","Proechimys_trinitatis","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Proechimys_trinitatis","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Santamartamys_rufodorsalis","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Thrichomys_apereoides","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Thrichomys_apereoides","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Thrichomys_apereoides","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Thrichomys_inermis","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Thrichomys_pachyurus","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Thrichomys_pachyurus","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Toromys_grandis","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Trinomys_albispinus","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Trinomys_dimidiatus","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Trinomys_gratiosus","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Trinomys_iheringi","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Trinomys_iheringi","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Trinomys_iheringi","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Trinomys_mirapitanga","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Trinomys_moojeni","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Trinomys_setosus","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Trinomys_setosus","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Trinomys_paratus","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Trinomys_yonenagae","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Paremballonura_atrata","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Chaetomys_subspinosus","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Chaetomys_subspinosus","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Coendou_bicolor","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Coendou_bicolor","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Coendou_bicolor","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Coendou_bicolor","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Coendou_bicolor","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Coendou_bicolor","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Coendou_quichua","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Coendou_quichua","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Coendou_quichua","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Coendou_quichua","No"
"TRT",327,"Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","327","Coendou_prehensilis","No"
"AGE",3,"Argentina Northeast","Southern South America","SOUTHERN AMERICA","2","Coendou_prehensilis","No"
"AGW",5,"Argentina Northwest","Southern South America","SOUTHERN AMERICA","4","Coendou_prehensilis","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Coendou_prehensilis","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Coendou_prehensilis","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Coendou_prehensilis","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Coendou_prehensilis","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Coendou_prehensilis","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Coendou_prehensilis","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Coendou_prehensilis","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Coendou_prehensilis","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Coendou_prehensilis","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Coendou_prehensilis","No"
"PAR",257,"Paraguay","Southern South America","SOUTHERN AMERICA","257","Coendou_prehensilis","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Coendou_prehensilis","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Coendou_prehensilis","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Coendou_prehensilis","No"
"ARI",16,"Arizona","Southwestern U.S.A.","NORTHERN AMERICA","15","Erethizon_dorsatum","No"
"CAL",52,"California","Southwestern U.S.A.","NORTHERN AMERICA","51","Erethizon_dorsatum","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Erethizon_dorsatum","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Erethizon_dorsatum","No"
"NCA",216,"North Carolina","Southeastern U.S.A.","NORTHERN AMERICA","216","Erethizon_dorsatum","No"
"OKL",250,"Oklahoma","North-Central U.S.A.","NORTHERN AMERICA","250","Erethizon_dorsatum","No"
"TEX",321,"Texas","South-Central U.S.A.","NORTHERN AMERICA","321","Erethizon_dorsatum","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Coendou_ichillus","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Coendou_ichillus","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Coendou_insidiosus","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Coendou_insidiosus","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Coendou_melanurus","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Coendou_melanurus","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Coendou_melanurus","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Coendou_melanurus","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Coendou_melanurus","No"
"BLZ",36,"Belize","Central America","SOUTHERN AMERICA","35","Coendou_mexicanus","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Coendou_mexicanus","No"
"ELS",100,"El Salvador","Central America","SOUTHERN AMERICA","100","Coendou_mexicanus","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Coendou_mexicanus","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Coendou_mexicanus","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Coendou_mexicanus","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Coendou_mexicanus","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Coendou_mexicanus","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Coendou_mexicanus","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Coendou_mexicanus","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Coendou_mexicanus","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Coendou_mexicanus","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Coendou_roosmalenorum","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Coendou_roosmalenorum","No"
"BEN",29,"Benin","West Tropical Africa","AFRICA","28","Atelerix_albiventris","No"
"BKN",33,"Burkina","West Tropical Africa","AFRICA","32","Atelerix_albiventris","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Atelerix_albiventris","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Atelerix_albiventris","No"
"CHA",56,"Chad","Northeast Tropical Africa","AFRICA","55","Atelerix_albiventris","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Atelerix_albiventris","No"
"DJI",92,"Djibouti","Northeast Tropical Africa","AFRICA","92","Atelerix_albiventris","No"
"ERI",102,"Eritrea","Northeast Tropical Africa","AFRICA","102","Atelerix_albiventris","No"
"ETH",103,"Ethiopia","Northeast Tropical Africa","AFRICA","103","Atelerix_albiventris","No"
"GAM",113,"Gambia, The","West Tropical Africa","AFRICA","113","Atelerix_albiventris","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Atelerix_albiventris","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Atelerix_albiventris","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Atelerix_albiventris","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Atelerix_albiventris","No"
"MLI",189,"Mali","West Tropical Africa","AFRICA","189","Atelerix_albiventris","No"
"MLW",190,"Malawi","South Tropical Africa","AFRICA","190","Atelerix_albiventris","No"
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","196","Atelerix_albiventris","No"
"MTN",204,"Mauritania","West Tropical Africa","AFRICA","204","Atelerix_albiventris","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Atelerix_albiventris","No"
"NGR",227,"Niger","West Tropical Africa","AFRICA","227","Atelerix_albiventris","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Atelerix_albiventris","No"
"SEN",291,"Senegal","West Tropical Africa","AFRICA","291","Atelerix_albiventris","No"
"SIE",295,"Sierra Leone","West Tropical Africa","AFRICA","295","Atelerix_albiventris","No"
"SOM",300,"Somalia","Northeast Tropical Africa","AFRICA","300","Atelerix_albiventris","No"
"SUD",305,"Sudan","Northeast Tropical Africa","AFRICA","305","Atelerix_albiventris","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Atelerix_albiventris","No"
"TOG",324,"Togo","West Tropical Africa","AFRICA","324","Atelerix_albiventris","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Atelerix_albiventris","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Atelerix_albiventris","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Atelerix_albiventris","No"
"BOT",39,"Botswana","Southern Africa","AFRICA","38","Atelerix_frontalis","No"
"CPP",80,"Cape Provinces","Southern Africa","AFRICA","80","Atelerix_frontalis","No"
"NAT",214,"KwaZulu-Natal","Southern Africa","AFRICA","214","Atelerix_frontalis","No"
"TVL",335,"Northern Provinces","Southern Africa","AFRICA","335","Atelerix_frontalis","No"
"ZIM",368,"Zimbabwe","South Tropical Africa","AFRICA","368","Atelerix_frontalis","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Atelerix_frontalis","No"
"NAM",213,"Namibia","Southern Africa","AFRICA","213","Atelerix_frontalis","No"
"SOM",300,"Somalia","Northeast Tropical Africa","AFRICA","300","Atelerix_sclateri","No"
"SUM",307,"Sumatera","Malesia","ASIA-TROPICAL","307","Echinosorex_gymnura","No"
"BOR",38,"Borneo","Malesia","ASIA-TROPICAL","37","Echinosorex_gymnura","No"
"MLY",191,"Malaya","Malesia","ASIA-TROPICAL","191","Echinosorex_gymnura","No"
"MYA",212,"Myanmar","Indo-China","ASIA-TROPICAL","212","Echinosorex_gymnura","No"
"THA",322,"Thailand","Indo-China","ASIA-TROPICAL","322","Echinosorex_gymnura","No"
"AFG",2,"Afghanistan","Western Asia","ASIA-TEMPERATE","1","Hemiechinus_auritus","No"
"EGY",98,"Egypt","Northern Africa","AFRICA","98","Hemiechinus_auritus","No"
"IRN",141,"Iran","Western Asia","ASIA-TEMPERATE","141","Hemiechinus_auritus","No"
"IRQ",142,"Iraq","Western Asia","ASIA-TEMPERATE","142","Hemiechinus_auritus","No"
"LBY",169,"Libya","Northern Africa","AFRICA","169","Hemiechinus_auritus","No"
"PAK",254,"Pakistan","Indian Subcontinent","ASIA-TROPICAL","254","Hemiechinus_auritus","No"
"PAL",255,"Palestine","Western Asia","ASIA-TEMPERATE","255","Hemiechinus_auritus","No"
"SIN",296,"Sinai","Western Asia","ASIA-TEMPERATE","296","Hemiechinus_auritus","No"
"TUR",332,"Turkey","Western Asia","ASIA-TEMPERATE","332","Hemiechinus_auritus","No"
"IND",136,"India","Indian Subcontinent","ASIA-TROPICAL","136","Hemiechinus_collaris","No"
"PAK",254,"Pakistan","Indian Subcontinent","ASIA-TROPICAL","254","Hemiechinus_collaris","No"
"IND",136,"India","Indian Subcontinent","ASIA-TROPICAL","136","Paraechinus_micropus","No"
"PAK",254,"Pakistan","Indian Subcontinent","ASIA-TROPICAL","254","Paraechinus_micropus","No"
"AGE",3,"Argentina Northeast","Southern South America","SOUTHERN AMERICA","2","Leopardus_wiedii","No"
"AGW",5,"Argentina Northwest","Southern South America","SOUTHERN AMERICA","4","Leopardus_wiedii","No"
"BLZ",36,"Belize","Central America","SOUTHERN AMERICA","35","Leopardus_wiedii","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Leopardus_wiedii","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Leopardus_wiedii","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Leopardus_wiedii","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Leopardus_wiedii","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Leopardus_wiedii","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Leopardus_wiedii","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Leopardus_wiedii","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Leopardus_wiedii","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Leopardus_wiedii","No"
"ELS",100,"El Salvador","Central America","SOUTHERN AMERICA","100","Leopardus_wiedii","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Leopardus_wiedii","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Leopardus_wiedii","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Leopardus_wiedii","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Leopardus_wiedii","No"
"MXC",205,"Mexico Central","Mexico","NORTHERN AMERICA","205","Leopardus_wiedii","No"
"MXE",206,"Mexico Northeast","Mexico","NORTHERN AMERICA","206","Leopardus_wiedii","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Leopardus_wiedii","No"
"MXN",209,"Mexico Northwest","Mexico","NORTHERN AMERICA","209","Leopardus_wiedii","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Leopardus_wiedii","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Leopardus_wiedii","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Leopardus_wiedii","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Leopardus_wiedii","No"
"PAR",257,"Paraguay","Southern South America","SOUTHERN AMERICA","257","Leopardus_wiedii","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Leopardus_wiedii","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Leopardus_wiedii","No"
"URU",NA,NA,"Southern South America","SOUTHERN AMERICA","339","Leopardus_wiedii","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Leopardus_wiedii","No"
"CAB",50,"Cabinda","West-Central Tropical Africa","AFRICA","49","Euoticus_elegantulus","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Euoticus_elegantulus","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Euoticus_elegantulus","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Euoticus_elegantulus","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Euoticus_elegantulus","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Euoticus_elegantulus","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Euoticus_elegantulus","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Galagoides_cocos","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Galagoides_cocos","No"
"GGI",116,"Gulf of Guinea Is.","West-Central Tropical Africa","AFRICA","116","Galagoides_demidoff","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Galagoides_demidoff","No"
"BEN",29,"Benin","West Tropical Africa","AFRICA","28","Galagoides_demidoff","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Galagoides_demidoff","No"
"CAB",50,"Cabinda","West-Central Tropical Africa","AFRICA","49","Galagoides_demidoff","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Galagoides_demidoff","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Galagoides_demidoff","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Galagoides_demidoff","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Galagoides_demidoff","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Galagoides_demidoff","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Galagoides_demidoff","No"
"GNB",119,"Guinea-Bissau","West Tropical Africa","AFRICA","119","Galagoides_demidoff","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Galagoides_demidoff","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Galagoides_demidoff","No"
"LBR",167,"Liberia","West Tropical Africa","AFRICA","167","Galagoides_demidoff","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Galagoides_demidoff","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Galagoides_demidoff","No"
"SEN",291,"Senegal","West Tropical Africa","AFRICA","291","Galagoides_demidoff","No"
"SIE",295,"Sierra Leone","West Tropical Africa","AFRICA","295","Galagoides_demidoff","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Galagoides_demidoff","No"
"TOG",324,"Togo","West Tropical Africa","AFRICA","324","Galagoides_demidoff","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Galagoides_demidoff","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Galagoides_demidoff","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Galagoides_demidoff","No"
"MLW",190,"Malawi","South Tropical Africa","AFRICA","190","Galagoides_granti","No"
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","196","Galagoides_granti","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Galagoides_granti","No"
"ZIM",368,"Zimbabwe","South Tropical Africa","AFRICA","368","Galagoides_granti","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Galagoides_orinus","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Galagoides_orinus","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Galagoides_thomasi","No"
"BEN",29,"Benin","West Tropical Africa","AFRICA","28","Galagoides_thomasi","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Galagoides_thomasi","No"
"CAB",50,"Cabinda","West-Central Tropical Africa","AFRICA","49","Galagoides_thomasi","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Galagoides_thomasi","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Galagoides_thomasi","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Galagoides_thomasi","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Galagoides_thomasi","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Galagoides_thomasi","No"
"GGI",116,"Gulf of Guinea Is.","West-Central Tropical Africa","AFRICA","116","Galagoides_thomasi","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Galagoides_thomasi","No"
"GNB",119,"Guinea-Bissau","West Tropical Africa","AFRICA","119","Galagoides_thomasi","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Galagoides_thomasi","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Galagoides_thomasi","No"
"LBR",167,"Liberia","West Tropical Africa","AFRICA","167","Galagoides_thomasi","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Galagoides_thomasi","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Galagoides_thomasi","No"
"SEN",291,"Senegal","West Tropical Africa","AFRICA","291","Galagoides_thomasi","No"
"SIE",295,"Sierra Leone","West Tropical Africa","AFRICA","295","Galagoides_thomasi","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Galagoides_thomasi","No"
"TOG",324,"Togo","West Tropical Africa","AFRICA","324","Galagoides_thomasi","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Galagoides_thomasi","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Galagoides_thomasi","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Galagoides_thomasi","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Galagoides_zanzibaricus","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Otolemur_crassicaudatus","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Otolemur_crassicaudatus","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Otolemur_crassicaudatus","No"
"MLW",190,"Malawi","South Tropical Africa","AFRICA","190","Otolemur_crassicaudatus","No"
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","196","Otolemur_crassicaudatus","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Otolemur_crassicaudatus","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Otolemur_crassicaudatus","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Otolemur_crassicaudatus","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Otolemur_crassicaudatus","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Otolemur_crassicaudatus","No"
"ZIM",368,"Zimbabwe","South Tropical Africa","AFRICA","368","Otolemur_crassicaudatus","No"
"BOT",39,"Botswana","Southern Africa","AFRICA","38","Otolemur_crassicaudatus","No"
"NAT",214,"KwaZulu-Natal","Southern Africa","AFRICA","214","Otolemur_crassicaudatus","No"
"SWZ",313,"Swaziland","Southern Africa","AFRICA","313","Otolemur_crassicaudatus","No"
"TVL",335,"Northern Provinces","Southern Africa","AFRICA","335","Otolemur_crassicaudatus","No"
